animalLabel,animalDescription,speciesLabel,estudioLabel
Hortaya borzaya,raza de perro originaria de Rusia,raza de perro,
Alangu,raza de perro,raza de perro,
american staffordshire terrier,raza de perro,raza de perro,
Alano español,raza de perro de España,raza de perro,
Sabueso bosnio,raza de perro originaria de Bosnia y Herzegovina,raza de perro,
Boyero de Appenzell,raza de perro originaria de Suiza,raza de perro,
Perro esquimal americano,raza de perro de Alemania,raza de perro,
Bobtail,raza de perro originaria del Reino Unido,raza de perro,
border collie,raza de perro originaria del Reino Unido,raza de perro,
Villanuco de Las Encartaciones,raza de perro de España,raza de perro,
basset hound,raza de perro originaria de Francia,raza de perro,
Beauceron,raza de perro originaria de Francia,raza de perro,
Perro de Carolina,raza o tipo de selección natural de perro,raza de perro,
Chinook,dog breed,raza de perro,
Braco de Auvernia,raza de perro originaria de Francia,raza de perro,
Braco francés,raza de perro originaria de Francia,raza de perro,
Cão de Fila de São Miguel,raza de perro originaria de Portugal,raza de perro,
Cão da Serra de Aires,raza de perro originaria de Portugal,raza de perro,
Broholmer,raza de perro originaria de Dinamarca,raza de perro,
Boyero de las Árdenas,raza de perro originaria de Bélgica,raza de perro,
pastor bohemio,raza de perro europea,raza de perro,
Presa canario,raza de perro de Canarias,raza de perro,
Podenco ibicenco,raza de perro de España,raza de perro,
Sabueso artesiano,raza de perro originaria de Francia,raza de perro,
bulldog continental,raza de perro europea,raza de perro,
Gran sabueso azul de Gascuña,raza de perro originaria de Francia,raza de perro,
Cursinu,raza de perro originaria de Francia,raza de perro,
Grifón de pelo duro,raza de perro de Alemania,raza de perro,
Drever,raza de perro originaria de Suecia,raza de perro,
Sabueso serbio tricolor,raza de perro originaria de Serbia,raza de perro,
Terrier inglés miniatura,raza de perro europea,raza de perro,
Pastor de los Pirineos,raza de perro de España,raza de perro,
Foxhound inglés,raza de perro originaria del Reino Unido,raza de perro,
Pinscher alemán,raza de perro de Alemania,raza de perro,
pastor cuervo rumano,raza de perro originaria de Rumanía,raza de perro,
Spaniel azul de Picardía,raza de perro originaria de Francia,raza de perro,
Perro de montaña de los Pirineos,raza de perro,raza de perro,
Fila brasileiro,raza de perro,raza de perro,
Braco alemán de pelo duro,raza de perro de Alemania,raza de perro,
Pastor belga laekenois,raza de perro originaria de Bélgica,raza de perro,
Pastor de Brie,raza de perro originaria de Francia,raza de perro,
spaniel alemán,raza de perro de Alemania,raza de perro,
perdiguero de Drenthe,raza de perro de Holanda,raza de perro,
Pastor inglés,raza de perro,raza de perro,
Pastor rumano de Mioritza,raza de perro originaria de Rumanía,raza de perro,
Perro de muestra alemán de pelo largo,raza de perro de Alemania,raza de perro,
Sabueso de sangre de Baviera,raza de perro de Alemania,raza de perro,
sabueso finlandés,raza de perro originaria de Finlandia,raza de perro,
Pont-Audemer spaniel,raza de perro europea,raza de perro,
Boykin spaniel,raza de perro,raza de perro,
Clumber spaniel,raza de perro originaria del Reino Unido,raza de perro,
Perro de agua americano,raza de perro de caza,raza de perro,
Azawakh,raza de perro,raza de perro,
Borzoi,raza de perro originaria de Rusia,raza de perro,
Basenji,raza de perro,raza de perro,
Armant,dog breed,raza de perro,
Dogo de Burdeos,raza de perro originaria de Francia,raza de perro,
Bangkaew Tailandés,raza de perro,raza de perro,
Cairn terrier,raza de perro originaria del Reino Unido,raza de perro,
Crestado chino,raza de perro,raza de perro,
Boyero de Flandes,raza de perro de Bélgica,raza de perro,
Terrier alemán,raza de perro de Alemania,raza de perro,
Aïdi,raza de perro,raza de perro,
Dogo argentino,raza de perro de Argentina,raza de perro,
Pastor rumano de Bucovina,raza de perro originaria de Rumanía,raza de perro,
Galgo español,raza de perro de España,raza de perro,
Sloughi,raza de perro del norte de África,raza de perro,
Lebrel escocés,raza de perro originaria del Reino Unido,raza de perro,
Pastor blanco suizo,raza de perro originaria de Suiza,raza de perro,
Mastín español,raza de perro de España,raza de perro,
Gran Grifón Vendeano,raza de perro originaria de Francia,raza de perro,
Eurasier,raza de perro de Alemania,raza de perro,
perro de osos de Carelia,raza de perro,raza de perro,
Pastor de Karst,raza de perro europea,raza de perro,
mucuchíes,raza de perro,raza de perro,
Lucernese Hound,raza de perro europea,raza de perro,
Bull Terrier Miniatura,raza de perro europea,raza de perro,
Ratonero holandés,raza de perro de Holanda,raza de perro,
Lancashire Heeler,raza de perro europea,raza de perro,
Kerry Beagle,raza de perro originaria de Irlanda,raza de perro,
terrier japonés,raza de perro,raza de perro,
sabueso de Hamilton,raza de perro originaria de Suecia,raza de perro,
Sabueso de Halden,raza de perro originaria de Noruega,raza de perro,
Boyero de Entlebuch,raza de perro originaria de Suiza,raza de perro,
Grifón azul de Gascuña,raza de perro originaria de Francia,raza de perro,
Grifón leonado de Bretaña,raza de perro originaria de Francia,raza de perro,
Gascon Saintongeois,raza de perro originaria de Francia,raza de perro,
grand basset griffon vendéen,raza de perro originaria de Francia,raza de perro,
Griffon à poil laineux,raza de perro europea,raza de perro,
Miniature Australian Shepherd,dog breed,raza de perro,
Harlekinpinscher,raza de perro europea,raza de perro,
markiesje,raza de perro europea,raza de perro,
jonangi,raza de perro,raza de perro,
Hygenhund,raza de perro originaria de Noruega,raza de perro,
Yakutian Laika,dog breed,raza de perro,
Perro lobo italiano,raza de perro originaria de Italia,raza de perro,
Kerry blue terrier,raza de perro originaria de Irlanda,raza de perro,
Pequeño perro león,raza de perro de Alemania,raza de perro,
spaniel picardo,raza de perro originaria de Francia,raza de perro,
American Leopard Hound,raza de perro,raza de perro,
Münsterländer pequeño,raza de perro de Alemania,raza de perro,
Bruno del Jura,raza de perro originaria de Suiza,raza de perro,
Sabueso de Hannover,raza de perro de Alemania,raza de perro,
Longhaired Whippet,dog breed,raza de perro,
Irish soft coated wheaten terrier,raza de perro originaria de Irlanda,raza de perro,
Perro de caza polaco,raza de perro originaria de Polonia,raza de perro,
Grifón belga,raza de perro originaria de Bélgica,raza de perro,
Cocker americano,raza de perro,raza de perro,
Cavalier King Charles spaniel,raza de perro originaria del Reino Unido,raza de perro,
Kritikos Lagonikos,raza de perro europea,raza de perro,
Bullmastiff,raza de perro originaria del Reino Unido,raza de perro,
Braco alemán de pelo corto,raza de perro de Alemania,raza de perro,
san bernardo,raza de perro,raza de perro,
Central Asian Tazi,breed of dog,raza de perro,
Cão da Serra da Estrela,raza de perro originaria de Portugal,raza de perro,
Perro de Castro Laboreiro,raza de perro originaria de Portugal,raza de perro,
Kopov eslovaco,raza de perro originaria de Eslovaquia,raza de perro,
Podenco andaluz maneto,raza de perro de España,raza de perro,
perro cazador de alces sueco,raza de perro originaria de Suecia,raza de perro,
harrier,raza de perro originaria del Reino Unido,raza de perro,
Lakeland terrier,raza de perro originaria del Reino Unido,raza de perro,
Epagneul papillón,raza de perro originaria de Francia,raza de perro,
Gran boyero suizo,raza de perro originaria de Suiza,raza de perro,
Spitz japonés,raza de perro,raza de perro,
Toy spaniel inglés,raza de perro originaria del Reino Unido,raza de perro,
Antebellum Bulldog,,raza de perro,
Spaniel japonés,raza de perro,raza de perro,
Alaskan Klee Kai,raza de perro,raza de perro,
Spaniel bretón,raza de perro originaria de Francia,raza de perro,
Perro de agua irlandés,raza de perro originaria de Irlanda,raza de perro,
perdiguero portugués,raza de perro originaria de Portugal,raza de perro,
Kántor,,pastor alemán,
Chonino,perro policía argentino,pastor alemán,
Sà pǔ,,pastor alemán,
Jackpot,pet dog of Ali Larter,pastor alemán,
Lux,German shepherd owned by Tito,pastor alemán,
Athos,Czech military explosive detection dog,pastor alemán,
Finn (perro),Perro policía,pastor alemán,
Patron,"bomb-sniffing dog, used during the 2022 Russian invasion of Ukraine",jack russell terrier,
Q21115433,,Setter inglés,
Dendy,English Setter,Setter inglés,
Jack the Bulldog,mascot of Georgetown University,bulldog,
Jiggs II,bulldog who served as the mascot of the United States Marine Corp,bulldog,
Alaskan Husky,nombre otorgado a una categoría o variedad de perros de trineo muy eficientes originarios de Alaska (Estados Unidos),Cruce de razas de perros,
Catahoula Bulldog,dog crossbreed,Cruce de razas de perros,
Elo,raza de perro de Alemania,Cruce de razas de perros,
Eurohound,raza de perro originaria de Noruega,Cruce de razas de perros,
Lurcher,raza de perro originaria del Reino Unido,Cruce de razas de perros,
Longdog,raza de perro originaria de Irlanda,Cruce de razas de perros,
Kyi Leo,raza de perro de tamaño pequeño,Cruce de razas de perros,
Labrapoodle,perro mestizo creado a partir del cruce de razas entre el Labrador retriever y el Caniche Standard o miniatura,Cruce de razas de perros,
Tamaskan,raza de perro originaria de Finlandia,Cruce de razas de perros,
Goldendoodle,dog crossbreed,Cruce de razas de perros,
Mackenzie River husky,dog crossbreed,Cruce de razas de perros,
Puggle,raza de perro,Cruce de razas de perros,
Cockapoo,dog crossbreed,Cruce de razas de perros,
Italian Shepherd,raza de perro originaria de Italia,Cruce de razas de perros,
Texas Heeler,dog crossbreed,Cruce de razas de perros,
Feist,dog crossbreed,Cruce de razas de perros,
Schnoodle,dog crossbreed,Cruce de razas de perros,
Majestic Tree Hound,dog crossbreed,Cruce de razas de perros,
Mal-shi,dog crossbreed,Cruce de razas de perros,
Pekapoo,dog crossbreed,Cruce de razas de perros,
Poodle crossbreed,dog crossbreed,Cruce de razas de perros,
Shih-poo,dog crossbreed,Cruce de razas de perros,
Yorkipoo,dog crossbreed,Cruce de razas de perros,
Swinford Bandog,crossbred dog breed,Cruce de razas de perros,
Cavoodle,dog breed,Cruce de razas de perros,
Maltipoo,cross-breed/hybrid dog obtained by breeding a Maltese dog and a Toy Poodle,Cruce de razas de perros,
Dorgi,dog breed,Cruce de razas de perros,
Pitador,perro mestizo creado a partir del cruce de razas entre el Labrador retriever y el pitbull.,Cruce de razas de perros,
Natt Williams,canine hypoglycaemia alarm,Golden retriever,
Jake,rescue dog,labrador retriever,
Q10363994,,labrador retriever,
Bella,"labrador, one of world's longest-lived dogs",labrador retriever,
Philae,,labrador retriever,
Sirius,Labrador retriever polic dog of the Port Authority Police Department (PAPD) during the September 11 attacks,labrador retriever,
Driving scenthound,hunting dog,perro de caza,
Elk hound,"dog type, hunting dog",perro de caza,
Working terrier,hunting dog,perro de caza,
Blood trail,hunting dog skill,perro de caza,
Blood trail hound,hunting dog,perro de caza,
cat-hunting dog,raza de perro originaria del Reino Unido,perro de caza,
Coursing hound,hunting dog,perro de caza,
Leading hound,hunting dog,perro de caza,
Trail hound,hunting dog,perro de caza,
Barking hound,hunting dog,perro de caza,
Working Spaniel,"dog type, hunting dog",perro de caza,
Field labrador,"dog breed variation, hunting dog",perro de caza,
Laika,Primer ser vivo terrestre en orbitar la Tierra,perro mestizo,
Aspin,Perro mestizo originario de Asia oriental,perro mestizo,
Potcake dog,mongrel,perro mestizo,
Warren Remedy,Westminster Best in Show winner 1907-1909,Fox Terrier,
Mick the Miller,,Lebreles,
L162427-S2,,raza de perro,
chihuahua,raza de perro originaria de México,raza de perro,
Saint-Usuge Spaniel,raza de perro Spaniel,raza de perro,
Dogo Alemán,raza de perro,raza de perro,
Lebrel polaco,raza de perro originaria de Polonia,raza de perro,
American bully,"raza de perro híbrida de tamaño estándar, pelaje corto y cuerpo robusto, tipo moloso, de origen Norteamericano",raza de perro,
Affenpinscher,raza de perro de Alemania,raza de perro,
sabueso austríaco negro y castaño,raza de perro,raza de perro,
dálmata,raza de perro,raza de perro,
West Highland white terrier,raza de perro originaria del Reino Unido,raza de perro,
perro de agua frisón,raza de perro,raza de perro,
pastor de Maremma,raza de perro originaria de Italia,raza de perro,
lebrel afgano,raza de perro,raza de perro,
mastín italiano,raza de perro originaria de Italia,raza de perro,
perro de San Huberto,raza de perro originaria de Bélgica,raza de perro,
beagle,Raza de perro,raza de perro,
alaskan malamute,perro originario de la zona ártica,raza de perro,
normand-poitevin,raza de perro,raza de perro,
Hokkaido,raza de perro,raza de perro,
Kitler,Brazilian dog breed,raza de perro,
Sertanejo,breed of dog,raza de perro,
gegar colombiano,raza canina no reconocida por ninguna federación cinológica,raza de perro,
chow chow,raza canina originaria del Norte de China,raza de perro,
Springer spaniel inglés,raza de perro,raza de perro,
combai,raza de perro,raza de perro,
perro esquimal canadiense,raza de perro,raza de perro,
perro de agua cantábrico,raza de perro de España,raza de perro,
Pastor Català,raza de perro endémica de Cataluña utilizada en el pastoreo,raza de perro,
corgi galés de Cardigan,raza de perro originaria del Reino Unido,raza de perro,
retriever de Chesapeake,raza de perro,raza de perro,
Dachshund,raza de perro originaria de Alemania,raza de perro,
pastor holandés,raza de perro de Holanda,raza de perro,
perro de granja danés y sueco,raza de perro originaria de Suecia,raza de perro,
bulldog francés,raza de perro originaria de Francia,raza de perro,
spaniel francés,raza de perro originaria de Francia,raza de perro,
Akita Inu,raza de perro originaria de Japón,raza de perro,
jindo coreano,raza de perro,raza de perro,
Félicette,primer gato en el espacio,gato doméstico,felinology
Lil Bub,gato y celebridad de internet,gato doméstico,felinology
Buurtpoes Bledder,gato,gato doméstico,felinology
Munich Mouser,third Chief Mouser to the Cabinet Office,gato doméstico,felinology
Nelson,fourth Chief Mouser to the Cabinet Office,gato doméstico,felinology
Peta,seventh Chief Mouser to the Cabinet Office,gato doméstico,felinology
Peter III,sixth Chief Mouser to the Cabinet Office,gato doméstico,felinology
Treasury Bill,cat that was first Chief Mouser to the Cabinet Office in UK,gato doméstico,felinology
Hamish McHamish,famous ginger cat,gato doméstico,felinology
