imagen,video,audio,animalLabel
,,,Coventry
,,,Cox's Ridge
,,,Cozzene
,,,Crafty Lace
,,,Cravat
,,,Creme Fraiche
http://commons.wikimedia.org/wiki/Special:FilePath/Cremorne%201872%20Derby%20winner.jpg,,,Cremorne
,,,Creole Maid
,,,Crepello
,,,Criminal Type
,,,Crimson Satan
,,,Crisp
,,,Cristobal
http://commons.wikimedia.org/wiki/Special:FilePath/Crucifix%20With%20Jockey%20Up.jpg,,,Crucifix
,,,Crusader
,,,Cryptoclearance
,,,Cryptocloser
,,,Crystal Music
,,,Cuan Na Grai
,,,Cuddle
,,,Cudgel
,,,Culture Vulture
,,,Cum Laude Laurie
,,,Cure-All
,,,Curwen's Bay Barb
,,,Custom Made
,,,Cut the Cake
http://commons.wikimedia.org/wiki/Special:FilePath/Cutter%20bill.jpg,,,Cutter Bill
http://commons.wikimedia.org/wiki/Special:FilePath/Cyllene%2C%20Vanity%20Fair%2C%201909-09-22.jpg,,,Cyllene
,,,Cynisca
,,,D' Funnybone
,,,Da' Tara
,,,Da Hoss
,,,Dabirsim
,,,Daddy Long Legs
,,,Daedalus
http://commons.wikimedia.org/wiki/Special:FilePath/Daiwa-Scarlet%2020081102tokyo11race.jpg,,,Daiwa Scarlet
,,,Dalray
http://commons.wikimedia.org/wiki/Special:FilePath/Damascus%20%28Horse%29.jpg,,,Damascus
,,,Damrosch
http://commons.wikimedia.org/wiki/Special:FilePath/Danpatch1.jpg,,,Dan Patch
,,,Dance Floor
,,,Dance Number
,,,Dance Spell
,,,Dance Smartly
,,,Dance in the Dark
,,,Dancer's Image
,,,Dancethruthedawn
,,,Dancing Rain
,,,Dancing in Silks
,,,Danehill Dancer
,,,Danetime
,,,Danever
,,,Dangerous
,,,Dangerous Midge
,,,Daniel O'Rourke
,,,Dano-Mast
,,,Danoli
,,,Dante
,,,Danzig Connection
,,,Dapper Dan
,,,Dar Re Mi
,,,Darci Brahma
,,,Darius
,,,Dark Mirage
,,,Dark Secret
,,,Daryakana
,,,Dash For Cash
,,,Dauber
,,,David Junior
,,,Birdcatcher
,,,Birds Nest
,,,Birdstone
,,,Biscay
,,,Black Bear Island
,,,Black Beauty
,,,Black Easter Bunny
,,,Black Gold
,,,Black Helen
http://commons.wikimedia.org/wiki/Special:FilePath/Black%20Jester.jpg,,,Black Jester
,,,Black Knight
,,,Black Tarquin
http://commons.wikimedia.org/wiki/Special:FilePath/1996BlackTieAffair.jpg,,,Black Tie Affair
,,,Black Toney
,,,Blackie
,,,Blacks A Fake
,,,Blakeney
http://commons.wikimedia.org/wiki/Special:FilePath/Blame%20in%20July%202014%20at%20Claiborne%20Farm.jpg,,,Blame
http://commons.wikimedia.org/wiki/Special:FilePath/Blandford.jpg,,,Blandford
,,,Blank
,,,Blast of Storm
http://commons.wikimedia.org/wiki/Special:FilePath/Blenheim%20II.jpg,,,Blenheim
,,,Bletchingly
http://commons.wikimedia.org/wiki/Special:FilePath/Blind%20Luck.jpg,,,Blind Luck
http://commons.wikimedia.org/wiki/Special:FilePath/Blink%20Bonny%201.jpg,,,Blink Bonny
,,,Blondy's Dude
,,,Bloody Buttocks
,,,Bloomsbury
http://commons.wikimedia.org/wiki/Special:FilePath/Blucher.jpg,,,Blucher
,,,Blue Bunting
,,,Blue Duster
http://commons.wikimedia.org/wiki/Special:FilePath/Blue%20Girl.jpg,,,Blue Girl
http://commons.wikimedia.org/wiki/Special:FilePath/Blue%20Gown.jpg,,,Blue Gown
,,,Blue Larkspur
,,,Blue Light
,,,Blue Man
,,,Blue Norther
,,,Blue Peter
http://commons.wikimedia.org/wiki/Special:FilePath/Blue%20Peter%20%28GB%29.jpg,,,Blue Peter
http://commons.wikimedia.org/wiki/Special:FilePath/Blue%20Spec.jpg,,,Blue Spec
,,,Blue Swords
,,,Bluegrass Cat
,,,Blushing John
,,,Bob's Return
,,,Bob Black Jack
,,,Bob and John
,,,Bobbyjo
http://commons.wikimedia.org/wiki/Special:FilePath/Bobs%20Worth.jpg,,,Bobs Worth
http://commons.wikimedia.org/wiki/Special:FilePath/Bodemeister.jpg,,,Bodemeister
,,,Bois Roussel
,,,Bold 'n Determined
,,,Bold
,,,Bold Bidder
,,,Bold Ego
,,,Bold Lad
,,,Bold Forbes
,,,Bold Lad
,,,Bold Personality
,,,Bold Pilot
,,,Bold Reasoning
,,,Bold Reason
,,,Bold Ruritana
,,,Bold Ruler
,,,Bold Venture
,,,Boldnesian
,,,Bolero
,,,Bolkonski
,,,Bollin Eric
http://commons.wikimedia.org/wiki/Special:FilePath/Bona%20vista.jpg,,,Bona Vista
,,,Bonecrusher
,,,Boomerang
,,,Bore Head
,,,Bosra Sham
http://commons.wikimedia.org/wiki/Special:FilePath/Boston%20%28USA%29.jpg,,,Boston
,,,Boston Harbor
,,,Bostonian
,,,Boucher
,,,Bounding Home
,,,Bowl Game
,,,Bowl of Flowers
,,,Brantôme
,,,Brass Hat
http://commons.wikimedia.org/wiki/Special:FilePath/Brave%20Inca%20-%20Champion%20Hurdle%203rd.jpg,,,Brave Inca
,,,Brave Kid
,,,Brave Raj
,,,Brentano II
,,,Brentina
http://commons.wikimedia.org/wiki/Special:FilePath/Bret%20Hanover.jpg,,,Bret Hanover
,,,Brew
,,,traduction et interpretation
,,,Brian Boru
http://commons.wikimedia.org/wiki/Special:FilePath/Briseis.jpg,,,Briseis
,,,Briseis
,,,Broad Brush
,,,Brocco
,,,Brokers Tip
,,,Bronze
,,,Broomspun
http://commons.wikimedia.org/wiki/Special:FilePath/George%20Odom%20and%20Broomstick.jpg,,,Broomstick
,,,Brother Derek
,,,Topolone
,,,Uberta de Mores
,,,Urbino de Ozieri
http://commons.wikimedia.org/wiki/Special:FilePath/Viking%20Kronos%2001.jpg,,,Viking Kronos
,,,Wayne Eden
,,,Zodiach
,,,Q4218403
http://commons.wikimedia.org/wiki/Special:FilePath/Quagga-horse%20hybrid%20%28cropped%29.jpg,,,jument de Lord Morton
http://commons.wikimedia.org/wiki/Special:FilePath/Georgy%20Zhukov%209.jpg,,,Kumir
,,,Sir Gallahad
http://commons.wikimedia.org/wiki/Special:FilePath/Gold%20Ship%20IMG%206824%2020140323.JPG,,,Gold Ship
http://commons.wikimedia.org/wiki/Special:FilePath/Gentildonna20120408%281%29.jpg,,,Gentildonna
http://commons.wikimedia.org/wiki/Special:FilePath/Buena-Vista-horse20111225.jpg,,,Buena Vista
http://commons.wikimedia.org/wiki/Special:FilePath/Heart%27s%20Cry%2020051225P01.jpg,,,Heart's Cry
http://commons.wikimedia.org/wiki/Special:FilePath/Xtension%2020110320.JPG,,,Xtension
http://commons.wikimedia.org/wiki/Special:FilePath/Tarrare%20%28horse%29.jpg,,,Tarrare
,,,Yanardag
http://commons.wikimedia.org/wiki/Special:FilePath/Erik%20Bergl%C3%B6f%20%26%20Copiad%201993%20002.jpg,,,Copiad
,,,A.P. Warrior
,,,A Bit O'Gold
,,,A P Valentine
,,,Abary
,,,Abercrombie
,,,Abermaid
http://commons.wikimedia.org/wiki/Special:FilePath/Abernant.jpg,,,Abernant
http://commons.wikimedia.org/wiki/Special:FilePath/Able%20One%2020101212.jpg,,,Able One
http://commons.wikimedia.org/wiki/Special:FilePath/Aboyeur.jpg,,,Aboyeur
,,,Ace Admiral
,,,Ace Marine
http://commons.wikimedia.org/wiki/Special:FilePath/Achievement%20%28horse%29.jpg,,,Achievement
,,,Achilles of Troy
,,,Ack Ack
,,,Acting Happy
,,,Action This Day
,,,Adam's Apple
,,,Added Gold
http://commons.wikimedia.org/wiki/Special:FilePath/Adios%20%28Standardbred%29.jpg,,,Adios
,,,Adios Butler
,,,Adios Pick
http://commons.wikimedia.org/wiki/Special:FilePath/Admire%20Moon%2020071125W1.jpg,,,Admire Moon
http://commons.wikimedia.org/wiki/Special:FilePath/Advance.png,,,Advance
,,,Affectionately
,,,Affluent
,,,Afleet Alex
http://commons.wikimedia.org/wiki/Special:FilePath/Africander%20%28horse%29.jpg,,,Africander
,,,Aggressor
http://commons.wikimedia.org/wiki/Special:FilePath/Agile%201905.jpg,,,Agile
http://commons.wikimedia.org/wiki/Special:FilePath/Agnes%20Flight%2020001126C1.jpg,,,Agnes Flight
http://commons.wikimedia.org/wiki/Special:FilePath/Agnes%20Tachyon%2020081005P2.jpg,,,Agnes Tachyon
,,,Ahonoora
,,,Aimwell
,,,Airborne
,,,Airmans Guide
,,,Ajax
http://commons.wikimedia.org/wiki/Special:FilePath/Ajax%201937%20RRC%20Rosehill%20Guineas%20Jockey%20Maurice%20McCarten%20Trainer%20Frank%20Musgrave.jpg,,,Ajax II
,,,Ajina
,,,Alamshar
,,,Alan-a-Dale
,,,Alanesian
,,,Albatross
http://commons.wikimedia.org/wiki/Special:FilePath/Alcibiades%20%28USA%29.jpg,,,Alcibiades
,,,Alcide
http://commons.wikimedia.org/wiki/Special:FilePath/Alcock%20arabian.jpg,,,Alcock's Arabian
http://commons.wikimedia.org/wiki/Special:FilePath/Alcohol%20The%20Horse.jpg,,,Alcohol
,,,Aldaniti
,,,Alderbrook
,,,Alexander Goldrun
,,,Alexander mare
,,,Alexandrova
,,,Algerine
,,,Alhaarth
,,,Alibhai
,,,Alinghi
,,,Alipes
,,,Aljabr
,,,All Our Mob
,,,All the Good
,,,Allied Powers
,,,Alluvial
http://commons.wikimedia.org/wiki/Special:FilePath/Almahmoud%20%28USA%29.jpg,,,Almahmoud
,,,Aloma's Ruler
,,,Alphabet Soup
,,,Alsab
,,,Altesse Royale
,,,Altibr
,,,Alvin
http://commons.wikimedia.org/wiki/Special:FilePath/Alycidon.jpg,,,Alycidon
,,,Alydar
http://commons.wikimedia.org/wiki/Special:FilePath/Alysheba%20at%20the%20Ky%20Horse%20Park%20November%206%2C%202008%20%283011058020%29.jpg,,,Alysheba
,,,Alywow
http://commons.wikimedia.org/wiki/Special:FilePath/Amato.jpg,,,Amato
,,,Ambassador of Luck
http://commons.wikimedia.org/wiki/Special:FilePath/Amberleigh%20House%20-%202004%20Grand%20National%20Winner.jpg,,,Amberleigh House
,,,Amberoid
http://commons.wikimedia.org/wiki/Special:FilePath/Ambiorix%20II%20%28FR%29.jpg,,,Ambiorix
,,,Armbro Flight
,,,Ambro Emerson
,,,Armbro Nesbit
,,,Ameerat
http://commons.wikimedia.org/wiki/Special:FilePath/American%20%28horse%29.jpg,,,Americain
,,,Félicette
http://commons.wikimedia.org/wiki/Special:FilePath/Lil-Bub-2013.jpg,,,Lil Bub
http://commons.wikimedia.org/wiki/Special:FilePath/Buurtpoesbledder.jpg,,,Buurtpoes Bledder
,,,Munich Mouser
,,,Nelson
,,,Peta
,,,Peter III
,,,Treasury Bill
http://commons.wikimedia.org/wiki/Special:FilePath/Hamish%20McHamish%20In%20Bookshop.jpg,,,Hamish McHamish
,,,Colonel Meow
,,,Dorofei
,,,Smudge
,,,Spangles
,,,Poppy
,,,Lorenzo the cat
,,,Tara
,,,Pepper the Cat
,,,Ketzel
,,,Punkin
,,,Hana
,,,Filuś
,,,Frank and Louie
,,,FamousNiki
,,,Tiffany Two
,,,Corduroy
,,,Sammy
,,,Merlin
,,,Bébert
,,,Matroska
,,,Freddy
http://commons.wikimedia.org/wiki/Special:FilePath/07.22%20%E7%B8%BD%E7%B5%B1%E9%8C%84%E8%A3%BDYoutube%E5%BD%B1%E7%89%87.jpg,,,Think Think
,,,Scooter
,,,Tibs the Great
http://commons.wikimedia.org/wiki/Special:FilePath/04.12%20%E7%B8%BD%E7%B5%B1%E8%A7%80%E8%B3%9E%E4%B8%AD%E8%8F%AF%E8%81%B7%E6%A3%92%E6%AF%94%E8%B3%BD%20Tsai%20Ing-Wen%20watching%20baseball%20with%20Ah%20Tsai.jpg,,,Ah Tsai
http://commons.wikimedia.org/wiki/Special:FilePath/Palmerston%20%2826341788971%29.jpg,,,Palmerston
,,,Tomba
,,,Pixel
http://commons.wikimedia.org/wiki/Special:FilePath/Gladstone%20a%20year%20in%20Treasury%20%281%29.jpg,,,Gladstone
,,,Sister Cream
http://commons.wikimedia.org/wiki/Special:FilePath/James%20and%20Bob.jpg,,,Bob
,,,Musashi
,,,Leo
,,,Luca
,,,Seri
,,,Marble
,,,Nala
http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9D%D0%B0%D1%82%D0%B0%D0%BB%D0%B8%D1%8F%20%D0%A3%D1%88%D0%B0%D0%BA%D0%BE%D0%B2%D0%B0.%201927.jpg,,,Мyka
http://commons.wikimedia.org/wiki/Special:FilePath/Ayasofya%20Gli%20cat.jpg,,,Gli
,,,Kiisu Miisu
,,,Paddles
,,,Hamilton
http://commons.wikimedia.org/wiki/Special:FilePath/Fat%20cat%2C%20asleep%20%28319313958%29.jpg,,,Toffee
,,,Nutmeg
,,,Liv
http://commons.wikimedia.org/wiki/Special:FilePath/Crimean%20Tom.jpg,,,Crimean Tom
,,,Peter II
,,,Peter
,,,Arcturus Aldebaran Powers
http://commons.wikimedia.org/wiki/Special:FilePath/Stationmaster%20NITAMA%2020110105.jpg,,,Nitama
http://commons.wikimedia.org/wiki/Special:FilePath/Foss%20Couchant.jpg,,,Foss
,,,Mostik
,,,Rubble
,,,Garfi
,,,Brigadier Broccoli
,,,Beerbohm
,,,Blackie
,,,Longcat
,,,Sam the Cat has Eyebrows
,,,Lóu lóu
,,,Trick
http://commons.wikimedia.org/wiki/Special:FilePath/%C5%9Eero%20CHP.jpg,,,Şero
http://commons.wikimedia.org/wiki/Special:FilePath/Naro%2C%20blue-eyed%20cross-siamese%20cat%2C%20at%20Josselin%2004.jpg,,,Naro
,,,Embassy Cat
,,,Fatso the Cat
,,,Souris Calle
,,,Venus
,,,Remy
,,,Reggie
,,,Gonzo
,,,Archie
,,,Rizzo
http://commons.wikimedia.org/wiki/Special:FilePath/Mittens%20the%20cat%20of%20wellington.jpg,,,Mittens
http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9D%D0%B0%D1%82%D0%B0%D0%BB%D0%BA%D0%B0%20%D0%94%D1%96%D0%B4%D0%B5%D0%BD%D0%BA%D0%BE%20%D0%B7%20%D0%BA%D0%BE%D1%82%D0%BE%D0%BC%20%D0%90%D0%BF%D0%B5%D0%BB%D1%8C%D0%BC%D0%BE%D0%BD%D0%BE%D0%BC.jpg,,,Apelmon
,,,Abatutu
,,,Meredith Grey
,,,Olivia Benson
http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Wellcome%27s%20cats%20Wellcome%20L0069711.jpg,,,Pip
,,,Zipper
,,,Ebisu
,,,Sanjūrō
,,,Myōbu no otodo
,,,Noutti
,,,Tigrette
,,,Miolek
http://commons.wikimedia.org/wiki/Special:FilePath/Tuna%20Chapa%2C%20Brewing%20Beer.jpg,,,Tuna
,,,Curious Zelda
,,,Doorkins
,,,Order
,,,Smudge
,,,Mochimaru
,,,Davona Dale
,,,Dawn Approach
,,,Dawn Run
,,,Day Star
,,,Dayjur
,,,De La Rose
,,,Deacon Blues
,,,Dearly Precious
,,,Debussy
,,,Decathlon
,,,Deceit
,,,Deceit Dancer
,,,Decidedly
,,,Declan's Moon
,,,Dedicate
,,,Deep Sky
,,,Dehere
,,,Del Mar Dennis
,,,Delhi
,,,Delightful Lady
,,,Delta Blues
,,,Denis of Cork
,,,Denman
,,,Depth Charge
,,,Deputy Commander
,,,Deputy Glitters
,,,Der Löwe
,,,Desert Gold
,,,Desert King
,,,Desert Orchid
,,,Desert Vixen
,,,Desert War
,,,Desert Wine
,,,Destiny
,,,Determine
,,,Detroit City
,,,Devil's Bag
,,,Devil May Care
,,,Devon Loch
,,,Deweycheatumnhowe
,,,Diamond Jubilee
,,,Diamonds Sparkle
,,,Diatome
,,,Dice
,,,Dick Turpin
,,,Didelot
,,,Diesis
,,,Digger Crown
,,,Discovery
,,,Discreetly Mine
,,,Discreet Cat
,,,Display
http://commons.wikimedia.org/wiki/Special:FilePath/Distorted%20Humor.jpg,,,Distorted Humor
,,,Disturbingthepeace
,,,Ditto
,,,Divine Madonna
,,,Divine Park
,,,Dixie Brass
,,,Dixie Commander
,,,Dixie Union
,,,Dixieland Band
,,,Do Good
http://commons.wikimedia.org/wiki/Special:FilePath/Otto%20Becker%20und%20Lars%20Nieberg.jpg,,,Dobels Cento
,,,Doc Bar
,,,Doc O'Lena
,,,Doctor Decherd
,,,Doctor Syntax
,,,Domedriver
,,,Domino
,,,Don't Push It
,,,Don Paco
,,,Donativum
,,,Donato Hanover
,,,Donau
,,,Doncaster
,,,Donerail
http://commons.wikimedia.org/wiki/Special:FilePath/Donovan%2C%20Derby%20winner.jpg,,,Donovan
,,,Dorans Pride
http://commons.wikimedia.org/wiki/Special:FilePath/Doriemus%20smiling%2C%20nuzzling%20handler.jpg,,,Doriemus
,,,Dotted Swiss
,,,Dotties Pick
,,,Double Discount
,,,Double Jay
,,,Double Trigger
,,,Doubledogdare
,,,Doublet
,,,Downlands Cancara
,,,Doyen
,,,Doyoun
,,,Dr.Fager
,,,Dr. Freeland
,,,Dr. Peaches
,,,Dr Devious
,,,Dream Ahead
,,,Dream Alliance
,,,Dream Well
,,,Dreaming of Anna
,,,Driftwood
,,,Droll Role
,,,Drosselmeyer
http://commons.wikimedia.org/wiki/Special:FilePath/Crested%20helmet%20pigeon.jpg,,,Helmet
,,,Buchón gorguero
,,,Buchón jiennense
,,,Buchón laudino sevillano
http://commons.wikimedia.org/wiki/Special:FilePath/Holle%20cropper%28black%29.jpg,,,Holle Cropper
,,,Indian Gola
,,,Old Fashioned Oriental Frill
http://commons.wikimedia.org/wiki/Special:FilePath/Iranian%20highflier%28dark%20chequer%29.jpg,,,Iranian Highflying Tumbler
,,,Kiev Tumbler
http://commons.wikimedia.org/wiki/Special:FilePath/Lahore%28mealie%29.jpg,,,Lahore
http://commons.wikimedia.org/wiki/Special:FilePath/Lucerne%20gold%20collar.jpg,,,Lucerne Gold Collar
http://commons.wikimedia.org/wiki/Special:FilePath/National%2BChamp%2B2010-1-.jpg,,,Modena
,,,Nis highflyer
http://commons.wikimedia.org/wiki/Special:FilePath/Norwich%20cropper%28barless%20mealie%29.jpg,,,Norwich Cropper
http://commons.wikimedia.org/wiki/Special:FilePath/Altholl%C3%A4ndische%20T%C3%BCmmler.jpg,,,Old Dutch Tumbler
http://commons.wikimedia.org/wiki/Special:FilePath/Oriental%20frill%28Black%20laced%20blondinette%29.jpg,,,Oriental Frill
http://commons.wikimedia.org/wiki/Special:FilePath/Parlour%20tumbler%28black%20tigered%29.jpg,,,Parlor Roller
http://commons.wikimedia.org/wiki/Special:FilePath/Pigmy%20pouter%28blue%20bar%29.jpg,,,Pigmy Pouter
http://commons.wikimedia.org/wiki/Special:FilePath/Muffed%20helmet.jpg,,,Polish Helmet
,,,Roshan Chirag
http://commons.wikimedia.org/wiki/Special:FilePath/Sakso%C5%84ska%20czajka.JPG,,,Saxon Wing Pigeon
http://commons.wikimedia.org/wiki/Special:FilePath/Saxon%20monk%28blue-laced%20barred%29.jpg,,,Saxon Monk
http://commons.wikimedia.org/wiki/Special:FilePath/Saxon%20spot%28black%29.jpg,,,Saxon Spot
http://commons.wikimedia.org/wiki/Special:FilePath/Scandaroon%28yellow%20magpie-marked%29.jpg,,,Scandaroon
http://commons.wikimedia.org/wiki/Special:FilePath/Schachtzabel%201906%20Tafel%2044%20%28cropped%29.jpg,,,Schmalkalden Moorhead
http://commons.wikimedia.org/wiki/Special:FilePath/Serbian%20Highflier.jpg,,,Serbian Highflyer
,,,Shiraz Tumbler
,,,Sivas Kumru Güvercin
http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%BCddeutsche%20Schildtaube%20schwarz.jpg,,,South German Shield
http://commons.wikimedia.org/wiki/Special:FilePath/Stargard%20shaker%28yellow%20self%29.jpg,,,Stargard Shaker
http://commons.wikimedia.org/wiki/Special:FilePath/Startaube.jpg,,,Starling
http://commons.wikimedia.org/wiki/Special:FilePath/Strasser%28barless%20blue%29.jpg,,,Strasser
http://commons.wikimedia.org/wiki/Special:FilePath/The%20Sverdlovsk%20blue-gray%20mottle-headed%20pigeons.jpg,,,Sverdlovsk blue-gray mottle-headed pigeon
http://commons.wikimedia.org/wiki/Special:FilePath/Szegedin%20highflier%28yellow%20self%29.jpg,,,Szegedin Highflyer
http://commons.wikimedia.org/wiki/Special:FilePath/Bokhara%20trumpeter%28black%20self%29.jpg,,,Bokhara Trumpeter
http://commons.wikimedia.org/wiki/Special:FilePath/Indian%20fantail%28black%20self%29.jpg,,,Indian Fantail
http://commons.wikimedia.org/wiki/Special:FilePath/Italienische%20M%C3%B6vchen%20%28blau-schwarzen-Bind%29.jpg,,,Italian Owl
http://commons.wikimedia.org/wiki/Special:FilePath/Valencian%20figurita%28blue%20bar%29.jpg,,,Figurita Valenciana
http://commons.wikimedia.org/wiki/Special:FilePath/Valencian%20figurita%28mealie%29.jpg,,,Figurita Valenciana
http://commons.wikimedia.org/wiki/Special:FilePath/West%20of%20England%20tumbler%28red%29.jpg,,,West of England Tumbler
http://commons.wikimedia.org/wiki/Special:FilePath/Fely%20wit.jpg,,,Felégyhaza Tumbler
http://commons.wikimedia.org/wiki/Special:FilePath/Turbit.jpg,,,Turbit
http://commons.wikimedia.org/wiki/Special:FilePath/Schachtzabel%201906%20Tafel%2006.jpg,,,Maltese
http://commons.wikimedia.org/wiki/Special:FilePath/Schachtzabel%201906%20Tafel%2007.jpg,,,Maltese
http://commons.wikimedia.org/wiki/Special:FilePath/Ukranian%20skycutter%28black%20spangle%29.jpg,,,Ukrainian Skycutter
http://commons.wikimedia.org/wiki/Special:FilePath/The%20Ural%20striped%20maned%20pigeons.jpg,,,Ural striped maned pigeon
http://commons.wikimedia.org/wiki/Special:FilePath/Vienna%20highflier.jpg,,,Vienna Highflyer
http://commons.wikimedia.org/wiki/Special:FilePath/Mariolinha.jpg,,,Mariolinha
http://commons.wikimedia.org/wiki/Special:FilePath/Mariola%20pombo.jpg,,,Mariola
http://commons.wikimedia.org/wiki/Special:FilePath/Criadorlusitano.jpg,,,Criador Lusitano
http://commons.wikimedia.org/wiki/Special:FilePath/Hiszpan-go%C5%82%C4%85b-2.jpg,,,Spanish Pigeon
http://commons.wikimedia.org/wiki/Special:FilePath/Colom%20de%20Casta%20Grossa.jpg,,,Casta Grossa
,,,Polish Wattle Pigeon
http://commons.wikimedia.org/wiki/Special:FilePath/Foto-ojo-de-fresa.jpg,,,Ojo de Fresa
http://commons.wikimedia.org/wiki/Special:FilePath/Pomeranian%20pouter%28blue%20bar%29.jpg,,,Pomeranian Cropper
http://commons.wikimedia.org/wiki/Special:FilePath/Palomo-morrillero-alicantino.jpg,,,Buchon Morrilero
http://commons.wikimedia.org/wiki/Special:FilePath/Sakso%C5%84ski%20bia%C5%82ogon%202.JPG,,,Saxon White Tail
http://commons.wikimedia.org/wiki/Special:FilePath/Sakso%C5%84ski%20bocian%201.JPG,,,Saxon Stork Pigeon
http://commons.wikimedia.org/wiki/Special:FilePath/Turkot%20bernburski.JPG,,,Bernburg Trumpeter
http://commons.wikimedia.org/wiki/Special:FilePath/Turkot%20franko%C5%84ski.jpg,,,Franconian Trumpeter
http://commons.wikimedia.org/wiki/Special:FilePath/Old%20german%20magpie%20tumbler%28blue%20checquer%29.jpg,,,Old German Magpie Tumbler
http://commons.wikimedia.org/wiki/Special:FilePath/Timisoara%20tumbler%28copper%29.jpg,,,Timisoara Tumbler
,,,Agaran Pigeon
http://commons.wikimedia.org/wiki/Special:FilePath/Columbidae%2C%20barwnoglowka%20poznanska.JPG,,,Posen Coloured Head Tumbler
http://commons.wikimedia.org/wiki/Special:FilePath/Cambalhotaportugues.jpg,,,Portugal Tumbler
http://commons.wikimedia.org/wiki/Special:FilePath/Colom%20de%20pinta%20o%20esbart%201.jpg,,,Pinta
http://commons.wikimedia.org/wiki/Special:FilePath/Go%C5%82%C4%85b768.jpg,,,Bialostocka Krymka Tumbler
,,,Polish Shortbeak Tumbler
http://commons.wikimedia.org/wiki/Special:FilePath/Dolno%C5%9Bl%C4%85ski%20bia%C5%82y%20%C5%82apciaty%20%28go%C5%82%C4%85b%29%20455.jpg,,,Low Silesian muffed Tumbler
,,,Sarajewo Roller
http://commons.wikimedia.org/wiki/Special:FilePath/Colom%20escampadissa%201.jpg,,,Escampadissa
,,,Q9179489
,,,Polish Bagdad
http://commons.wikimedia.org/wiki/Special:FilePath/Colom%20borino.jpg,,,Borino
http://commons.wikimedia.org/wiki/Special:FilePath/Hana%20Pouter.jpg,,,Hana Pouter
http://commons.wikimedia.org/wiki/Special:FilePath/Thuringian%20White%20Bib%20%28blue%20chequer%29.jpg,,,Thuringian White Bib
,,,Viennese Short-Faced Tumbler
http://commons.wikimedia.org/wiki/Special:FilePath/Holubi%204035.jpg,,,Bohemian Tumbler
http://commons.wikimedia.org/wiki/Special:FilePath/Prague%20Short-Faced%20Tumbler%20yellow.jpg,,,Prague Short-Faced Tumbler
http://commons.wikimedia.org/wiki/Special:FilePath/Bohemian%20Ice%20Cropper%20chequered.jpg,,,Bohemian Ice Cropper
http://commons.wikimedia.org/wiki/Special:FilePath/%C4%8Cesk%C3%BD%20stav%C3%A1k%20sedlat%C3%BD%20%C4%8Dern%C3%BD.JPG,,,Bohemian Steller Cropper
http://commons.wikimedia.org/wiki/Special:FilePath/Prachener%20Kanik%20rot.jpg,,,Prachen Kanik
http://commons.wikimedia.org/wiki/Special:FilePath/Moravian%20strasser%28red%29.jpg,,,Moravian Strasser
,,,Moravian Bagdad
http://commons.wikimedia.org/wiki/Special:FilePath/Nuremburg%20lark%28checquer%29.jpg,,,Nuremberg Lark
http://commons.wikimedia.org/wiki/Special:FilePath/Slovakian%20Cropper%20black.jpg,,,Slowakian Cropper
,,,Franconian Bagdad
http://commons.wikimedia.org/wiki/Special:FilePath/Giant%20runt%28blue%20bar%29.jpg,,,Runt
http://commons.wikimedia.org/wiki/Special:FilePath/Bohemian%20Bagdad.jpg,,,Bohemian Bagdad
,,,Silesian Colourhead
http://commons.wikimedia.org/wiki/Special:FilePath/Schalaster%20pouter%28red%29.jpg,,,Silesian Cropper
,,,Moravian Magpie Cropper
http://commons.wikimedia.org/wiki/Special:FilePath/Schachtzabel%201906%20Tafel%2057.jpg,,,Bohemian Cropper
,,,Moravian Morak Cropper
http://commons.wikimedia.org/wiki/Special:FilePath/Benesov%20Pigeon%20red.jpg,,,Benesov Pigeon
,,,Ostrava Bagdad
http://commons.wikimedia.org/wiki/Special:FilePath/%C4%8Cesk%C3%BD%20bubl%C3%A1k.JPG,,,Bohemian Trumpeter
http://commons.wikimedia.org/wiki/Special:FilePath/German%20double%20crested%20trumpeter%28black%20tigered%29.jpg,,,German Double Crested Trumpeter
,,,German Beak Crested Trumpeter
http://commons.wikimedia.org/wiki/Special:FilePath/Schachtzabel%201906%20Tafel%2005.jpg,,,Florentine
,,,Kántor
,,,Chonino
http://commons.wikimedia.org/wiki/Special:FilePath/Goose-Alaskan%20Husky.jpg,,,Alaskan Husky
http://commons.wikimedia.org/wiki/Special:FilePath/Ole%20Dan%20Catahoula%20Bulldog.jpg,,,Catahoula Bulldog
http://commons.wikimedia.org/wiki/Special:FilePath/Elo.jpg,,,Elo
http://commons.wikimedia.org/wiki/Special:FilePath/Eurohound.jpg,,,Eurohound
http://commons.wikimedia.org/wiki/Special:FilePath/Lurcher%20Rocky.jpg,,,Lurcher
